work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
2022,FT,181940,181940,0,1,2,Very High,Very High,Very High,Very High
2022,FT,110000,110000,0,2,2,High,High,High,High
2023,FT,115000,115000,100,1,2,High,High,High,High
2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
2022,FT,60000,63040,100,2,2,Medium,Medium,Medium,Medium
2023,FT,106800,106800,0,1,2,High,High,High,High
2023,FT,102000,102000,0,2,2,High,High,High,High
2022,FT,144000,144000,50,1,3,High,High,High,High
2023,FT,128000,128000,0,1,2,High,High,High,High
2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,172800,172800,0,1,2,Very High,Very High,Very High,Very High
2022,FT,30000,36940,0,2,2,Low,Low,Low,Low
2023,FT,141000,141000,0,1,2,High,High,High,High
2022,FT,145000,145000,0,3,2,High,High,High,High
2023,FT,159832,159832,0,1,2,Very High,Very High,Very High,Very High
2023,FT,115000,115000,100,1,2,High,High,High,High
2022,FT,109280,109280,100,1,2,High,High,High,High
2023,FT,45000,54685,0,2,2,Low,Low,Low,Low
2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,64000,64000,100,4,3,Medium,Medium,Medium,Medium
2023,FT,179170,179170,0,1,2,Very High,Very High,Very High,Very High
2022,FT,75360,79178,0,2,2,Medium,Medium,Medium,Medium
2023,FT,70000,70000,0,4,2,Medium,Medium,Medium,Medium
2023,FT,283200,283200,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,136260,136260,100,1,2,High,High,High,High
2022,FT,225000,225000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2020,FT,105000,105000,100,2,3,High,High,High,High
2023,FT,120000,120000,0,2,2,High,High,High,High
2022,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,100000,100000,0,2,2,High,High,High,High
2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,45000,47280,0,1,2,Low,Low,Low,Low
2022,FT,95000,95000,0,1,2,High,High,High,High
2022,FT,140250,140250,100,1,2,High,High,High,High
2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,145000,145000,100,1,2,High,High,High,High
2022,FT,20000,21013,100,4,3,Low,Low,Low,Low
2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
2021,PT,180000,28609,50,4,1,Low,Low,Low,Low
2022,FT,100000,100000,0,2,2,High,High,High,High
2022,FT,80000,98506,0,2,2,High,High,High,High
2020,FT,110000,110000,100,2,3,High,High,High,High
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,345600,345600,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,45000,48289,0,1,2,Low,Low,Low,Low
2023,FT,80000,80000,100,1,1,Medium,Medium,Medium,Medium
2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,112000,121093,50,4,3,High,High,High,High
2022,FT,70000,70000,0,1,2,Medium,Medium,Medium,Medium
2021,FT,24000,24000,100,1,2,Low,Low,Low,Low
2022,FT,145000,145000,100,1,2,High,High,High,High
2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
2022,FT,159200,159200,100,1,3,Very High,Very High,Very High,Very High
2022,FT,65000,68293,0,1,3,Medium,Medium,Medium,Medium
2023,FT,90000,90000,100,1,2,High,High,High,High
2022,FT,120000,120000,100,2,2,High,High,High,High
2023,FT,275000,275000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,224000,224000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,126000,126000,0,1,2,High,High,High,High
2021,FT,90000,90000,100,2,3,High,High,High,High
2023,FT,240000,240000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,117000,117000,100,1,2,High,High,High,High
2022,FT,120000,120000,100,1,2,High,High,High,High
2022,FT,124000,124000,0,2,2,High,High,High,High
2022,FT,62000,62000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2022,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,54000,54000,0,1,2,Low,Low,Low,Low
2023,FT,52500,52500,0,2,2,Low,Low,Low,Low
2022,FT,140000,140000,0,1,2,High,High,High,High
2022,FT,100000,100000,100,1,2,High,High,High,High
2023,FT,162500,162500,0,1,2,Very High,Very High,Very High,Very High
2023,FT,136000,136000,0,1,3,High,High,High,High
2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,231250,231250,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,269000,269000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,36000,38631,0,1,2,Low,Low,Low,Low
2023,FT,70000,85066,0,2,2,Medium,Medium,Medium,Medium
2021,FT,65000,76833,0,4,3,Medium,Medium,Medium,Medium
2021,FT,76760,90734,50,2,3,High,High,High,High
2021,FT,240000,240000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,132300,132300,0,1,2,High,High,High,High
2022,FT,171000,171000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
2020,FT,130000,148261,100,1,2,High,High,High,High
2022,PT,50000,52533,50,2,3,Low,Low,Low,Low
2022,FT,48000,48000,0,4,2,Low,Low,Low,Low
2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,189750,189750,0,4,2,Very High,Very High,Very High,Very High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,95000,101943,100,1,2,High,High,High,High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,148500,148500,100,2,3,High,High,High,High
2023,FT,180000,180000,0,2,2,Very High,Very High,Very High,Very High
2023,FT,180180,180180,0,1,2,Very High,Very High,Very High,Very High
2023,FT,70000,75116,100,1,2,Medium,Medium,Medium,Medium
2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,113000,113000,100,2,3,High,High,High,High
2023,FT,136000,136000,0,1,2,High,High,High,High
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2023,FT,289076,289076,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,120000,5132,100,2,2,Low,Low,Low,Low
2023,FT,245100,245100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,6600000,17684,100,4,2,Low,Low,Low,Low
2022,FT,100000,100000,100,2,2,High,High,High,High
2022,FT,130000,130000,100,1,2,High,High,High,High
2023,FT,213660,213660,0,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
2023,FT,165750,165750,100,1,2,Very High,Very High,Very High,Very High
2023,FT,149076,149076,0,1,2,High,High,High,High
2023,FT,235000,235000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,245000,245000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,110000,110000,0,1,2,High,High,High,High
2023,FT,104000,104000,100,1,2,High,High,High,High
2022,FT,95550,95550,0,1,2,High,High,High,High
2021,FT,151000,151000,100,2,3,Very High,Very High,Very High,Very High
2023,FT,182000,182000,100,1,2,Very High,Very High,Very High,Very High
2021,FT,54000,63831,50,1,3,Medium,Medium,Medium,Medium
2023,FT,129000,129000,0,1,2,High,High,High,High
2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130000,130000,100,1,2,High,High,High,High
2022,FT,315000,315000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,140000,140000,100,1,2,High,High,High,High
2023,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
2023,FT,105000,105000,0,1,2,High,High,High,High
2022,FT,124270,124270,100,1,2,High,High,High,High
2022,FT,148800,148800,100,1,2,High,High,High,High
2022,FT,300000,300000,50,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,105000,105000,0,1,2,High,High,High,High
2023,FT,110000,110000,100,2,2,High,High,High,High
2022,FT,134000,134000,0,1,2,High,High,High,High
2023,FT,50000,53654,50,2,3,Low,Low,Low,Low
2023,FT,70000,75116,100,1,3,Medium,Medium,Medium,Medium
2023,FT,89700,109006,0,2,2,High,High,High,High
2022,FT,160000,160000,0,3,2,Very High,Very High,Very High,Very High
2023,FT,200160,200160,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,145000,145000,0,2,2,High,High,High,High
2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2022,FT,120000,120000,0,2,2,High,High,High,High
2023,FT,80000,80000,50,4,2,Medium,Medium,Medium,Medium
2023,FT,87000,87000,100,1,2,Medium,Medium,Medium,Medium
2022,FT,110000,110000,100,1,2,High,High,High,High
2022,FT,93700,93700,100,1,2,High,High,High,High
2023,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,100000,105066,50,2,2,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
2023,FT,142200,142200,0,1,2,High,High,High,High
2022,FT,48000,48000,100,2,2,Low,Low,Low,Low
2022,FT,80000,98506,100,2,2,High,High,High,High
2023,FT,140000,140000,0,1,2,High,High,High,High
2022,FT,140000,140000,100,1,2,High,High,High,High
2023,FT,130000,130000,0,2,2,High,High,High,High
2022,FT,70000,73546,100,2,2,Medium,Medium,Medium,Medium
2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2020,FL,60000,60000,100,1,1,Medium,Medium,Medium,Medium
2023,FT,100000,100000,0,4,2,High,High,High,High
2023,FT,36050,43809,100,2,2,Low,Low,Low,Low
2022,FT,161342,161342,100,1,2,Very High,Very High,Very High,Very High
2022,FT,130050,130050,100,1,2,High,High,High,High
2023,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2022,FT,140000,140000,100,1,2,High,High,High,High
2021,FT,75000,103160,100,1,1,High,High,High,High
2023,FT,136000,136000,0,1,3,High,High,High,High
2023,FT,1300000,15806,100,1,1,Low,Low,Low,Low
2022,FT,135000,135000,0,4,2,High,High,High,High
2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100000,100000,100,1,2,High,High,High,High
2023,FT,209450,209450,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,260000,260000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,120000,120000,0,1,2,High,High,High,High
2023,FT,90000,109371,0,2,2,High,High,High,High
2023,FT,70000,70000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,130000,130000,0,2,2,High,High,High,High
2023,FT,115000,115000,100,1,2,High,High,High,High
2022,FT,132320,132320,100,1,2,High,High,High,High
2022,FT,145000,145000,100,1,2,High,High,High,High
2022,FT,89200,89200,100,1,2,Medium,Medium,Medium,Medium
2022,FT,203500,203500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,100000,100000,0,2,2,High,High,High,High
2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,58000,60938,100,2,1,Medium,Medium,Medium,Medium
2023,FT,253750,253750,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,222200,222200,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,12000,12877,50,4,3,Low,Low,Low,Low
2022,FT,45000,55410,0,2,2,Low,Low,Low,Low
2023,FT,111000,111000,0,1,2,High,High,High,High
2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2022,FT,135000,135000,0,1,2,High,High,High,High
2023,FT,64200,64200,100,4,2,Medium,Medium,Medium,Medium
2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,147800,147800,100,1,2,High,High,High,High
2023,FT,95000,95000,100,1,2,High,High,High,High
2022,FT,136000,136000,100,1,2,High,High,High,High
2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,176000,176000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,197000,197000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,215050,215050,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
2022,FT,78000,78000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2021,FT,180000,46597,100,2,3,Low,Low,Low,Low
2022,FT,135000,135000,0,1,2,High,High,High,High
2023,FT,162500,162500,100,1,2,Very High,Very High,Very High,Very High
2022,FT,205000,205000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,142200,142200,0,1,2,High,High,High,High
2021,FT,200000,200000,100,2,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,152500,152500,0,1,2,Very High,Very High,Very High,Very High
2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,220000,220000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,128875,128875,100,1,2,High,High,High,High
2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2022,FT,123400,123400,0,1,2,High,High,High,High
2023,FT,228000,228000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
2020,FT,103000,103000,100,2,3,High,High,High,High
2020,FT,138000,138000,100,4,1,High,High,High,High
2023,FT,55250,67141,0,2,2,Medium,Medium,Medium,Medium
2022,FT,249260,249260,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,60000,72914,0,2,2,Medium,Medium,Medium,Medium
2023,FT,116000,116000,0,2,2,High,High,High,High
2022,FT,100000,100000,100,2,2,High,High,High,High
2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,75000,75000,100,1,2,Medium,Medium,Medium,Medium
2023,FT,105380,105380,0,2,2,High,High,High,High
2022,FT,106000,106000,0,3,3,High,High,High,High
2023,FT,220000,220000,0,4,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,134000,134000,0,1,2,High,High,High,High
2023,FT,210000,210000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,100000,100000,100,4,3,High,High,High,High
2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,150260,150260,100,1,2,Very High,Very High,Very High,Very High
2023,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,142200,142200,0,1,2,High,High,High,High
2022,FT,135000,135000,0,2,2,High,High,High,High
2022,FT,126000,126000,100,1,2,High,High,High,High
2022,FT,240000,240000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,187200,187200,100,1,2,Very High,Very High,Very High,Very High
2023,FT,106000,106000,0,1,2,High,High,High,High
2023,FT,110000,110000,100,2,2,High,High,High,High
2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,65000,78990,0,2,2,Medium,Medium,Medium,Medium
2022,FT,100000,100000,100,2,2,High,High,High,High
2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,110000,110000,100,1,2,High,High,High,High
2023,FT,145000,145000,0,1,2,High,High,High,High
2023,CT,25500,25500,100,2,1,Low,Low,Low,Low
2022,FT,100000,100000,0,1,3,High,High,High,High
2023,FT,250000,250000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,100000,100000,0,1,2,High,High,High,High
2022,FT,1250000,15897,100,2,2,Low,Low,Low,Low
2023,FT,174500,174500,0,1,2,Very High,Very High,Very High,Very High
2022,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
2023,FT,106800,106800,0,1,2,High,High,High,High
2023,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
2022,FT,144000,144000,100,1,2,High,High,High,High
2023,FT,199098,199098,100,1,2,Very High,Very High,Very High,Very High
2021,FT,110000,110000,100,2,3,High,High,High,High
2022,FT,75000,75000,100,2,2,Medium,Medium,Medium,Medium
2022,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,200000,200000,100,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,110500,110500,100,1,2,High,High,High,High
2023,FT,182750,182750,100,1,2,Very High,Very High,Very High,Very High
2022,FT,100000,100000,100,1,2,High,High,High,High
2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2023,FT,135000,135000,0,2,2,High,High,High,High
2023,FT,130000,130000,0,1,2,High,High,High,High
2023,FT,112700,136956,0,1,2,High,High,High,High
2022,FT,4460000,56723,0,1,3,Low,Low,Low,Low
2023,FT,230000,230000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,42000,42000,100,2,2,Low,Low,Low,Low
2023,FT,55000,66837,100,2,2,Medium,Medium,Medium,Medium
2023,FT,30000,30000,100,4,1,Low,Low,Low,Low
2023,FT,140000,140000,0,1,2,High,High,High,High
2022,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,184700,184700,0,1,2,Very High,Very High,Very High,Very High
2022,FT,197000,197000,0,1,2,Very High,Very High,Very High,Very High
2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
2020,FT,56000,56000,100,2,2,Low,Low,Low,Low
2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2023,FT,90000,90000,0,2,2,High,High,High,High
2020,FT,60000,68428,100,1,3,Medium,Medium,Medium,Medium
2023,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
2023,FT,125000,125000,0,1,2,High,High,High,High
2023,FT,199000,199000,0,1,2,Very High,Very High,Very High,Very High
2020,FT,250000,250000,50,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2023,FT,318300,318300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,200000,200000,50,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2022,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
2023,PT,78000,17779,100,4,3,Low,Low,Low,Low
2022,FT,128000,128000,0,1,2,High,High,High,High
2022,FT,141525,141525,100,1,2,High,High,High,High
