,work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
607,2023,FT,201036,201036,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2458,2022,FT,220000,220000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1712,2023,FT,135000,135000,100,1,2,High,High,High,High
3669,2021,FT,30400000,40038,100,2,3,Low,Low,Low,Low
151,2023,FT,230000,230000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2024,2022,FT,134000,134000,100,2,2,High,High,High,High
2670,2022,FT,300000,300000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1405,2023,FT,145000,145000,0,3,2,High,High,High,High
2399,2022,FT,129300,129300,0,1,2,High,High,High,High
731,2023,FT,113900,113900,100,1,2,High,High,High,High
3130,2022,FT,100000,100000,100,1,2,High,High,High,High
3440,2022,FT,135000,135000,100,1,2,High,High,High,High
3408,2022,FT,120000,120000,100,1,1,High,High,High,High
23,2023,FT,230000,230000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3143,2022,FT,83000,83000,0,4,3,Medium,Medium,Medium,Medium
158,2023,FT,35000,42533,0,2,2,Low,Low,Low,Low
1748,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
861,2023,FT,239000,239000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1840,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
2181,2022,FT,130000,130000,0,1,2,High,High,High,High
902,2023,FT,201000,201000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
352,2023,FT,100000,100000,0,1,2,High,High,High,High
1230,2023,FT,800000,9727,0,4,3,Low,Low,Low,Low
2978,2022,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
444,2023,FT,100500,100500,0,1,2,High,High,High,High
3673,2021,FT,32000,37825,100,2,3,Low,Low,Low,Low
754,2023,FT,165000,165000,0,2,2,Very High,Very High,Very High,Very High
1737,2023,FT,100000,100000,0,2,2,High,High,High,High
923,2023,FT,140000,140000,0,1,2,High,High,High,High
1666,2023,FT,96100,96100,100,1,2,High,High,High,High
3715,2021,FT,45000,61896,50,1,3,Medium,Medium,Medium,Medium
2624,2022,FT,139600,139600,0,1,2,High,High,High,High
311,2023,FT,105200,105200,0,1,2,High,High,High,High
1375,2023,FT,110000,110000,0,3,2,High,High,High,High
548,2023,FT,106500,106500,0,1,2,High,High,High,High
2490,2022,FT,236000,236000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1746,2022,FT,100000,100000,100,4,2,High,High,High,High
2167,2022,FT,96000,96000,100,1,2,High,High,High,High
2935,2022,FT,170000,170000,100,1,2,Very High,Very High,Very High,Very High
1835,2022,FT,100000,100000,0,1,2,High,High,High,High
306,2023,FT,245000,245000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
287,2023,FT,146115,146115,100,1,2,High,High,High,High
694,2023,FT,73900,73900,0,4,2,Medium,Medium,Medium,Medium
308,2023,FT,142000,142000,100,1,2,High,High,High,High
2750,2022,FT,207000,207000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1756,2023,FT,100000,100000,0,1,2,High,High,High,High
2886,2022,FT,141525,141525,100,1,2,High,High,High,High
2381,2022,FT,33000,34672,100,4,1,Low,Low,Low,Low
749,2023,FT,146000,146000,0,1,2,High,High,High,High
1590,2023,FT,94000,94000,0,1,2,High,High,High,High
1170,2023,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
1956,2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
1266,2023,FT,115000,115000,100,1,2,High,High,High,High
2379,2022,FT,100000,104697,100,2,3,High,High,High,High
2176,2022,FT,135000,135000,100,1,2,High,High,High,High
908,2023,FT,205920,205920,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2131,2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
86,2023,FT,129300,129300,0,1,2,High,High,High,High
2965,2022,FT,148800,148800,100,1,2,High,High,High,High
2686,2022,FT,120000,126080,0,2,1,High,High,High,High
3103,2022,FT,128875,128875,100,1,2,High,High,High,High
970,2023,FT,125000,125000,0,2,2,High,High,High,High
13,2023,FT,213660,213660,0,4,3,Extremely High,Extremely High,Extremely High,Extremely High
873,2023,FT,109400,109400,0,1,2,High,High,High,High
1723,2023,FT,229000,229000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
808,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
3215,2022,FT,45000,47280,100,2,2,Low,Low,Low,Low
514,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
3678,2021,FT,2500000,33808,0,2,2,Low,Low,Low,Low
409,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2098,2022,FT,125000,125000,100,1,2,High,High,High,High
1337,2023,FT,62000,66531,100,2,2,Medium,Medium,Medium,Medium
1413,2023,FT,180180,180180,0,1,2,Very High,Very High,Very High,Very High
2817,2022,FT,165000,165000,100,1,3,Very High,Very High,Very High,Very High
207,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3195,2022,FT,100800,100800,100,1,3,High,High,High,High
458,2023,FT,61800,61800,100,4,2,Medium,Medium,Medium,Medium
6,2023,FT,136000,136000,0,1,3,High,High,High,High
382,2023,FT,106000,106000,0,1,2,High,High,High,High
2788,2022,FT,113000,113000,100,1,2,High,High,High,High
2730,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
3167,2022,FT,158200,158200,100,1,3,Very High,Very High,Very High,Very High
3357,2022,FT,60000,60000,100,1,2,Medium,Medium,Medium,Medium
3248,2022,FT,181940,181940,0,1,2,Very High,Very High,Very High,Very High
1883,2022,FT,110000,110000,0,2,2,High,High,High,High
1713,2023,FT,115000,115000,100,1,2,High,High,High,High
2538,2022,FT,48000,50432,0,1,2,Low,Low,Low,Low
2591,2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
2093,2022,FT,60000,63040,100,2,2,Medium,Medium,Medium,Medium
1393,2023,FT,106800,106800,0,1,2,High,High,High,High
552,2023,FT,102000,102000,0,2,2,High,High,High,High
3482,2022,FT,144000,144000,50,1,3,High,High,High,High
222,2023,FT,128000,128000,0,1,2,High,High,High,High
1382,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1096,2023,FT,172800,172800,0,1,2,Very High,Very High,Very High,Very High
3241,2022,FT,30000,36940,0,2,2,Low,Low,Low,Low
8,2023,FT,141000,141000,0,1,2,High,High,High,High
1925,2022,FT,145000,145000,0,3,2,High,High,High,High
634,2023,FT,159832,159832,0,1,2,Very High,Very High,Very High,Very High
316,2023,FT,115000,115000,100,1,2,High,High,High,High
3307,2022,FT,109280,109280,100,1,2,High,High,High,High
1328,2023,FT,45000,54685,0,2,2,Low,Low,Low,Low
427,2023,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
2471,2022,FT,64000,64000,100,4,3,Medium,Medium,Medium,Medium
105,2023,FT,179170,179170,0,1,2,Very High,Very High,Very High,Very High
2113,2022,FT,75360,79178,0,2,2,Medium,Medium,Medium,Medium
142,2023,FT,70000,70000,0,4,2,Medium,Medium,Medium,Medium
121,2023,FT,283200,283200,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3107,2022,FT,136260,136260,100,1,2,High,High,High,High
2953,2022,FT,225000,225000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
3585,2020,FT,105000,105000,100,2,3,High,High,High,High
1189,2023,FT,120000,120000,0,2,2,High,High,High,High
2463,2022,FT,170000,170000,0,1,2,Very High,Very High,Very High,Very High
3338,2022,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
2828,2022,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
1689,2023,FT,100000,100000,0,2,2,High,High,High,High
115,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2742,2022,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
1952,2022,FT,45000,47280,0,1,2,Low,Low,Low,Low
1949,2022,FT,95000,95000,0,1,2,High,High,High,High
3331,2022,FT,140250,140250,100,1,2,High,High,High,High
2230,2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2714,2022,FT,145000,145000,100,1,2,High,High,High,High
3498,2022,FT,20000,21013,100,4,3,Low,Low,Low,Low
2605,2022,FT,38000,38000,100,1,2,Low,Low,Low,Low
3687,2021,PT,180000,28609,50,4,1,Low,Low,Low,Low
1951,2022,FT,100000,100000,0,2,2,High,High,High,High
3006,2022,FT,80000,98506,0,2,2,High,High,High,High
3711,2020,FT,110000,110000,100,2,3,High,High,High,High
672,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
2555,2022,FT,345600,345600,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
91,2023,FT,45000,48289,0,1,2,Low,Low,Low,Low
1109,2023,FT,80000,80000,100,1,1,Medium,Medium,Medium,Medium
2213,2022,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
591,2023,FT,112000,121093,50,4,3,High,High,High,High
2178,2022,FT,70000,70000,0,1,2,Medium,Medium,Medium,Medium
3484,2021,FT,24000,24000,100,1,2,Low,Low,Low,Low
3334,2022,FT,145000,145000,100,1,2,High,High,High,High
888,2023,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
2726,2022,FT,159200,159200,100,1,3,Very High,Very High,Very High,Very High
2295,2022,FT,65000,68293,0,1,3,Medium,Medium,Medium,Medium
1576,2023,FT,90000,90000,100,1,2,High,High,High,High
2436,2022,FT,120000,120000,100,2,2,High,High,High,High
1714,2023,FT,275000,275000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
213,2023,FT,224000,224000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
778,2023,FT,126000,126000,0,1,2,High,High,High,High
3532,2021,FT,90000,90000,100,2,3,High,High,High,High
1448,2023,FT,240000,240000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2622,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
800,2023,FT,117000,117000,100,1,2,High,High,High,High
3405,2022,FT,120000,120000,100,1,2,High,High,High,High
2159,2022,FT,124000,124000,0,2,2,High,High,High,High
2649,2022,FT,62000,62000,0,2,2,Medium,Medium,Medium,Medium
1567,2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
2843,2022,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3325,2022,FT,54000,54000,0,1,2,Low,Low,Low,Low
1518,2023,FT,52500,52500,0,2,2,Low,Low,Low,Low
2211,2022,FT,140000,140000,0,1,2,High,High,High,High
3386,2022,FT,100000,100000,100,1,2,High,High,High,High
1343,2023,FT,162500,162500,0,1,2,Very High,Very High,Very High,Very High
273,2023,FT,136000,136000,0,1,3,High,High,High,High
1812,2023,FT,150000,150000,0,2,2,Very High,Very High,Very High,Very High
71,2023,FT,81500,81500,0,1,2,Medium,Medium,Medium,Medium
720,2023,FT,184000,184000,100,1,2,Very High,Very High,Very High,Very High
1740,2023,FT,231250,231250,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1087,2023,FT,269000,269000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
394,2023,FT,36000,38631,0,1,2,Low,Low,Low,Low
583,2023,FT,70000,85066,0,2,2,Medium,Medium,Medium,Medium
3630,2021,FT,65000,76833,0,4,3,Medium,Medium,Medium,Medium
3665,2021,FT,76760,90734,50,2,3,High,High,High,High
3465,2021,FT,240000,240000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
500,2023,FT,132300,132300,0,1,2,High,High,High,High
2534,2022,FT,171000,171000,0,1,2,Very High,Very High,Very High,Very High
2770,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2526,2022,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
3726,2020,FT,130000,148261,100,1,2,High,High,High,High
3425,2022,PT,50000,52533,50,2,3,Low,Low,Low,Low
1967,2022,FT,48000,48000,0,4,2,Low,Low,Low,Low
2459,2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
2179,2022,FT,189750,189750,0,4,2,Very High,Very High,Very High,Very High
1763,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
2962,2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1259,2023,FT,95000,101943,100,1,2,High,High,High,High
2894,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
2279,2022,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
2636,2022,FT,148500,148500,100,2,3,High,High,High,High
205,2023,FT,180000,180000,0,2,2,Very High,Very High,Very High,Very High
733,2023,FT,180180,180180,0,1,2,Very High,Very High,Very High,Very High
1176,2023,FT,70000,75116,100,1,2,Medium,Medium,Medium,Medium
526,2023,FT,200000,200000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2937,2022,FT,113000,113000,100,2,3,High,High,High,High
915,2023,FT,136000,136000,0,1,2,High,High,High,High
898,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
377,2023,FT,289076,289076,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2684,2022,FT,120000,5132,100,2,2,Low,Low,Low,Low
1559,2023,FT,245100,245100,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2358,2022,FT,6600000,17684,100,4,2,Low,Low,Low,Low
1963,2022,FT,100000,100000,100,2,2,High,High,High,High
3352,2022,FT,130000,130000,100,1,2,High,High,High,High
348,2023,FT,213660,213660,0,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2585,2022,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
1709,2023,FT,165750,165750,100,1,2,Very High,Very High,Very High,Very High
1050,2023,FT,149076,149076,0,1,2,High,High,High,High
590,2023,FT,235000,235000,0,3,2,Extremely High,Extremely High,Extremely High,Extremely High
519,2023,FT,275300,275300,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3027,2022,FT,245000,245000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2543,2022,FT,110000,110000,0,1,2,High,High,High,High
1083,2023,FT,104000,104000,100,1,2,High,High,High,High
3295,2022,FT,95550,95550,0,1,2,High,High,High,High
3751,2021,FT,151000,151000,100,2,3,Very High,Very High,Very High,Very High
1809,2023,FT,182000,182000,100,1,2,Very High,Very High,Very High,Very High
3641,2021,FT,54000,63831,50,1,3,Medium,Medium,Medium,Medium
792,2023,FT,129000,129000,0,1,2,High,High,High,High
2626,2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
1980,2022,FT,130000,130000,100,1,2,High,High,High,High
2406,2022,FT,315000,315000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2086,2022,FT,140000,140000,100,1,2,High,High,High,High
1530,2023,FT,75000,75000,0,1,2,Medium,Medium,Medium,Medium
1410,2023,FT,105000,105000,0,1,2,High,High,High,High
2952,2022,FT,124270,124270,100,1,2,High,High,High,High
2974,2022,FT,148800,148800,100,1,2,High,High,High,High
83,2022,FT,300000,300000,50,4,3,Extremely High,Extremely High,Extremely High,Extremely High
2949,2022,FT,105000,105000,0,1,2,High,High,High,High
20,2023,FT,110000,110000,100,2,2,High,High,High,High
2225,2022,FT,134000,134000,0,1,2,High,High,High,High
1562,2023,FT,50000,53654,50,2,3,Low,Low,Low,Low
973,2023,FT,70000,75116,100,1,3,Medium,Medium,Medium,Medium
1710,2023,FT,89700,109006,0,2,2,High,High,High,High
2447,2022,FT,160000,160000,0,3,2,Very High,Very High,Very High,Very High
1098,2023,FT,200160,200160,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
886,2023,FT,145000,145000,0,2,2,High,High,High,High
2271,2022,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
2900,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
3158,2022,FT,120000,120000,0,2,2,High,High,High,High
737,2023,FT,80000,80000,50,4,2,Medium,Medium,Medium,Medium
1453,2023,FT,87000,87000,100,1,2,Medium,Medium,Medium,Medium
2441,2022,FT,110000,110000,100,1,2,High,High,High,High
3309,2022,FT,93700,93700,100,1,2,High,High,High,High
906,2023,FT,155000,155000,0,1,2,Very High,Very High,Very High,Very High
2254,2022,FT,100000,105066,50,2,2,High,High,High,High
2759,2022,FT,141525,141525,100,1,2,High,High,High,High
947,2023,FT,142200,142200,0,1,2,High,High,High,High
2548,2022,FT,48000,48000,100,2,2,Low,Low,Low,Low
2890,2022,FT,80000,98506,100,2,2,High,High,High,High
715,2023,FT,140000,140000,0,1,2,High,High,High,High
2493,2022,FT,140000,140000,100,1,2,High,High,High,High
686,2023,FT,130000,130000,0,2,2,High,High,High,High
3201,2022,FT,70000,73546,100,2,2,Medium,Medium,Medium,Medium
2768,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
3721,2020,FL,60000,60000,100,1,1,Medium,Medium,Medium,Medium
885,2023,FT,100000,100000,0,4,2,High,High,High,High
917,2023,FT,36050,43809,100,2,2,Low,Low,Low,Low
3278,2022,FT,161342,161342,100,1,2,Very High,Very High,Very High,Very High
2562,2022,FT,130050,130050,100,1,2,High,High,High,High
1265,2023,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
483,2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2813,2022,FT,140000,140000,100,1,2,High,High,High,High
3564,2021,FT,75000,103160,100,1,1,High,High,High,High
277,2023,FT,136000,136000,0,1,3,High,High,High,High
988,2023,FT,1300000,15806,100,1,1,Low,Low,Low,Low
2084,2022,FT,135000,135000,0,4,2,High,High,High,High
1245,2023,FT,250000,250000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
571,2023,FT,100000,100000,100,1,2,High,High,High,High
1435,2023,FT,209450,209450,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
993,2023,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
3216,2022,FT,260000,260000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2124,2022,FT,120000,120000,0,1,2,High,High,High,High
585,2023,FT,90000,109371,0,2,2,High,High,High,High
1349,2023,FT,70000,70000,0,2,2,Medium,Medium,Medium,Medium
1007,2023,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
674,2023,FT,130000,130000,0,2,2,High,High,High,High
447,2023,FT,115000,115000,100,1,2,High,High,High,High
3185,2022,FT,132320,132320,100,1,2,High,High,High,High
3161,2022,FT,145000,145000,100,1,2,High,High,High,High
2064,2022,FT,89200,89200,100,1,2,Medium,Medium,Medium,Medium
2971,2022,FT,203500,203500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2351,2022,FT,100000,100000,0,2,2,High,High,High,High
1690,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
3097,2022,FT,58000,60938,100,2,1,Medium,Medium,Medium,Medium
1247,2023,FT,253750,253750,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1985,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
294,2023,FT,222200,222200,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
1547,2023,FT,12000,12877,50,4,3,Low,Low,Low,Low
2012,2022,FT,45000,55410,0,2,2,Low,Low,Low,Low
588,2023,FT,111000,111000,0,1,2,High,High,High,High
2129,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
2877,2022,FT,135000,135000,0,1,2,High,High,High,High
425,2023,FT,64200,64200,100,4,2,Medium,Medium,Medium,Medium
1054,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
3187,2022,FT,147800,147800,100,1,2,High,High,High,High
556,2023,FT,95000,95000,100,1,2,High,High,High,High
2426,2022,FT,136000,136000,100,1,2,High,High,High,High
3323,2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
3320,2022,FT,176000,176000,100,1,2,Very High,Very High,Very High,Very High
